Word,Pron
mashed,"m""aSt"
masher,"m""aS.@`"
mashing,"m""aS.IN"
mask,"m""ask"
masked,"m""askt"
masking,"m""ask.IN"
masks,"m""asks"
masochism,"m""a.s@.k%I.zm="
masochist,"m""a.s@.kIst"
mason,"m""e.sn="
masonic,"m@.s""An.Ik"
masonry,"m""e.sn=.ri"
masons,"m""e.sn=z"
mason's,"m""e.sn=z"
masquerade,"m%a.sk@`.r""ed"
masquerades,"m%a.sk@`.r""edz"
masquerading,"m%a.sk@`.r""e4.IN"
mass,"m""as"
Massachusetts,"m%a.s@.tS""u.s@ts"
massacre,"m""a.s@.k@`"
massacred,"m""a.s@.k@`d"
massacres,"m""a.s@.k@`z"
massage,"m@.s""AZ"
massaging,"m@.s""AZ.IN"
massed,"m""ast"
masses,"m""as.@z"
masseur,"ma.s""Ur"
masseuse,"m@.s""us"
massing,"m""as.IN"
massive,"m""as.Iv"
mast,"m""ast"
mastectomy,"ma.st""Ek.t@.mi"
master,"m""a.st@`"
mastered,"m""a.st@`d"
masterful,"m""a.st@`.fl="
mastering,"m""a.st@`.IN"
masterfully,"m""a.st@`.fl=.i"
masterly,"m""a.st@`.li"
mastermind,"m""a.st@`.m%aInd"
masterminding,"m""a.st@`.m%aIn4.IN"
masterpiece,"m""a.st@`.p%is"
masterpieces,"m""a.st@`.p%is.@z"
masters,"m""a.st@`z"
master's,"m""a.st@`z"
mastership,"m""a.st@`.S%Ip"
mastery,"m""a.st@`.i"
masthead,"m""ast.h%Ed"
masticate,"m""a.st@.ket"
mastication,"m%a.st@.k""e.Sn="
mastiff,"m""a.stIf"
mastodon,"m""a.st@.d%An"
mastodons,"m""a.st@.d%Anz"
masts,"m""asts"
masturbate,"m""a.st@`.bet"
materials,"m@.t""I.ri@lz"
material's,"m@.t""I.ri@lz"
maternal,"m@.t""3`.nl="
masturbation,"m%a.st@`.b""e.Sn="
mat,"m""at"
matador,"m""a.4@.dOr"
match,"m""atS"
matchbox,"m""atS.b%Aks"
matched,"m""atSt"
matches,"m""atS.@z"
matching,"m""atS.IN"
matchless,"m""atS.l@s"
matchmaker,"m""atS.m%ek.@`"
matchmaking,"m""atS.m%ek.IN"
matchstick,"m""atS.st%Ik"
matchwood,"m""atS.w%Ud"
mate,"m""et"
mated,"m""e4.@d"
material,"m@.t""I.ri@l"
materialism,"m@.t""I.ri@l.%I.zm="
materialist,"m@.t""I.ri@l.Ist"
materialistic,"m@.t%I.ri@l.""Ist.Ik"
materialized,"m@.t""I.ri@l.aIzd"
materially,"m@.t""I.ri@l.i"
materialization,"m@.t%I.ri@l.@z.""e.Sn="
materialize,"m@.t""I.ri@l.aIz"
maternity,"m@.t""3`.n@.4i"
mates,"m""ets"
matey,"m""e4.i"
math,"m""aT"
mathematical,"m%a.T@.m""a.4Ik.l="
mathematically,"m%a.T@.m""a.4Ik.li"
mathematician,"m%a.T@.m@.t""I.Sn="
mathematics,"m%a.T@.m""a.4Iks"
Matilda,"m@.t""Il.d@"
matinee,"m%a.tn=.""e"
mating,"m""e4.IN"
Matisse,"ma.t""is"
matriarch,"m""e.tri.%Ark"
matriarchal,"m""e.tri.%Ark.l="
matriarchy,"m""e.tri.%Ark.i"
matricide,"m""a.trI.s%aId"
maximized,"m""ak.s@.maIzd"
maximizes,"m""ak.s@.m%aIz.@z"
matriculate,"m@.tr""I.kj@.let"
matriculated,"m@.tr""I.kj@.l%e4.@d"
matriculation,"m@.tr%I.kj@.l""e.Sn="
matrimonial,"m%a.tr@.m""o.ni@l"
matrimony,"m""a.tr@.m%o.ni"
matrix,"m""e.trIks"
matron,"m""e.tr@n"
mats,"m""ats"
Matt,"m""at"
matted,"m""a4.@d"
matter,"m""a.4@`"
mattered,"m""a.4@`d"
matters,"m""a.4@`z"
Matthew,"m""a.Tj%u"
matting,"m""a4.IN"
mattress,"m""a.tr@s"
mattresses,"m""a.tr@s.@z"
maturate,"m""a.tS@.ret"
maturational,"m%a.tS@.r""e.Sn=.@l"
mature,"m@.tS""Ur"
matured,"m@.tS""Urd"
maturation,"m%a.tS@.r""e.Sn="
maturing,"m@.tS""Ur.IN"
maturities,"m@.tS""Ur.@.4iz"
maturity,"m@.tS""Ur.@.4i"
maul,"m""Ol"
mauler,"m""Ol@`"
mauling,"m""Ol.IN"
Maureen,"mO.r""in"
Maurice,"mO.r""is"
Mauritania,"m%O.rI.t""e.ni@"
mausoleum,"m%O.s@.l""i@m"
mauve,"m""ov"
maverick,"m""a.v@`.rIk"
mavericks,"m""a.v@`.rIks"
Max,"m""aks"
maxi,"""maksi"
maxim,"m""ak.sIm"
maxima,"m""ak.s@.m@"
maximal,"m""ak.s@.ml="
Maximilian,"m%ak.s@.m""I.lj@n"
maximization,"m%ak.s@.m@z.""e.Sn="
maximize,"m""ak.s@.maIz"
maximizing,"m""ak.s@.m%aIz.IN"
maximum,"m""ak.s@.m@m"
maximums,"m""ak.s@.m@mz"
Maxine,"mak.s""in"
Maxine's,"mak.s""inz"
Max's,"m""aks.@z"
Maxwell,"m""ak.sw@l"
Maxwell's,"m""ak.sw@lz"
may,"m""e"
Mayan,"m""aI@n"
Mayans,"m""aI@nz"
maybe,"m""e.bi"
mayday,"m""e.d%e"
Mayflower,"m""e.fl%aUr"
mayfly,"m""e.fl%aI"
mayhem,"m""e.hEm"
mayo,"m""e.o"
mayonnaise,"me@.n""ez"
mayor,"m""e@r"
mayoral,"m""e@r.@l"
mayor's,"m""e@rz"
maypole,"m""e.p%ol"
Mays,"m""ez"
maze,"m""ez"
McCarthyism,"m@.k""Ar.Ti.%I.zm="
me,"m""i"
mead,"m""id"
meadow,"m""E.do"
meadows,"m""E.doz"
meager,"m""i.g@`"
meal,"m""il"
meals,"m""ilz"
mealtime,"m""il.t%aIm"
mealy,"m""il.i"
mealybug,"m""il.i.b%Vg"
mean,"m""in"
meander,"mi.""an.4@`"
meandered,"mi.""an.4@`d"
meandering,"mi.""an.4@`.IN"
meanest,"m""in.Ist"
meanie,"m""in.i"
meaning,"m""in.IN"
meaningful,"m""in.IN.fl="
lull,"l""Vl"
meaningfully,"m""in.IN.fl=.i"
meaningfulness,"m""in.IN.fl=.n@s"
lullaby,"l""V.l@.baI"
lulled,"l""Vld"
lulls,"l""Vlz"
lumbago,"lVm.b""e.go"
lumbar,"l""Vm.b@`"
lumber,"l""Vm.b@`"
lumbered,"l""Vm.b@`d"
lumbering,"l""Vm.b@`.IN"
lumberjack,"l""Vm.b@`.dZ%ak"
lumberyard,"l""Vm.b@`.j%Ard"
lumen,"""lum@n"
luminaries,"l""u.m@.n%E.riz"
luminary,"l""u.m@.n%E.ri"
luminescence,"l%u.m@.n""Es.n=s"
luminescent,"l%u.m@.n""Es.n=t"
luminosity,"l%u.m@.n""As.@.4i"
luminous,"l""u.m@.n@s"
lummox,"l""V.m@ks"
lump,"l""Vmp"
lumped,"l""Vmpt"
lumpish,"l""Vmp.IS"
lumps,"l""Vmps"
lumpy,"l""Vmp.i"
lunacy,"l""u.n@.si"
lunar,"l""u.n@`"
lunatic,"l""u.n@.4Ik"
lunch,"l""VntS"
luncheon,"l""Vn.tS@n"
luncheons,"l""Vn.tS@nz"
lunchroom,"l""VntS.r%um"
lunchtime,"l""VntS.t%aIm"
lung,"l""VN"
lunge,"l""VndZ"
lunged,"l""VndZd"
lungpower,"l""VN.p%aU.@`"
lungs,"l""VNz"
lurch,"l""3`tS"
lurched,"l""3`tSt"
lurching,"l""3`tS.IN"
lure,"l""Ur"
lured,"l""Urd"
lurid,"l""U.rId"
luring,"l""Ur.IN"
lurk,"l""3`k"
lurked,"l""3`kt"
lurking,"l""3`k.IN"
lurks,"l""3`ks"
luscious,"l""V.S@s"
lush,"l""VS"
lushes,"l""VS.@z"
lust,"l""Vst"
luster,"l""V.st@`"
lustful,"l""Vst.fl="
lustily,"l""Vst.@.li"
lustre,"l""V.st@`"
lustrous,"l""V.str@s"
lusts,"l""Vsts"
lusty,"l""Vst.i"
lute,"l""ut"
Luther,"l""u.T@`"
Lutheran,"l""u.T@`.@n"
Luther's,"l""u.T@`z"
Luxemburg,"l""Vk.sm=.b%3`g"
luxuriance,"lVg.Z""U.ri@ns"
luxuriant,"lVg.Z""U.ri@nt"
luxuries,"l""Vk.S@`.riz"
luxurious,"lVg.Z""U.ri@s"
luxury,"l""Vk.S@`.ri"
lye,"l""aI"
lying,"l""aI.IN"
Lyle,"l""aIl"
lymph,"l""Imf"
lymphoma,"lIm.f""o.m@"
lynch,"l""IntS"
lynched,"l""IntSt"
Lynn,"l""In"
lynx,"l""INks"
lyre,"l""aIr"
lyric,"l""I.rIk"
lyrical,"l""I.rIk.l="
lyricism,"l""I.rIs.%I.zm="
lyricist,"l""I.rIs.Ist"
lyricists,"l""I.rIs.Ists"
lyricist's,"l""I.rIs.Ists"
lyrics,"l""I.rIks"
Lysol,"""laIsol"
ma,"m""A"
ma'am,"m""am"
macabre,"m@.k""A.br@"
macaroni,"m%a.k@`.r""o.ni"
macaroon,"m%a.k@`.r""un"
macaw,"m@.k""O"
Macbeth,"m@k.b""ET"
mace,"m""es"
Macedonia,"m%a.s@.d""o.ni@"
machete,"m@.S""E.4i"
Machiavelli,"m%a.ki@.v""E.li"
Machiavellian,"m%a.ki@.v""E.li@n"
machinate,"m""a.kI.net"
machination,"m%a.kI.n""e.Sn="
machine,"m@.S""in"
machinegun,"m@.S""in.g%Vn"
machinelike,"m@.S""in.l%aIk"
machinery,"m@.S""in.@`.ri"
machines,"m@.S""inz"
machinist,"m@.S""in.Ist"
machinists,"m@.S""in.Ists"
machismo,"m@.tS""Iz.mo"
Macintosh,"m""a.kIn.t%AS"
mack,"m""ak"
mackerel,"m""a.kr@l"
mackinaw,"""mak@%nO"
mackintosh,"m""a.kIn.t%AS"
Mack's,"m""aks"
macrame,"m@""krAmi"
macrobiotic,"m%a.kro.baI.""A.4Ik"
macrocosm,"m""a.kr@.k%A.zm="
macromolecular,"m%a.kro.m@.l""E.kj@l.@`"
macrophages,"m""a.kro.f%edZ.@z"
macroscopically,"m%a.kr@.sk""A.pIk.li"
mad,"m""ad"
Madagascan,"m""ad.%A.g@.sk%an"
Madagascar,"m%a.4@.g""a.sk@`"
Madam,"m""a.4@m"
Madame,"m@.d""Am"
madcap,"m""ad.k%ap"
madden,"m""ad.n="
maddening,"m""ad.n=.IN"
made,"m""ed"
Madeleine,"m""a.4@.lIn"
mademoiselle,"m%a.4@m.w@.z""El"
madhouse,"m""ad.h%aUs"
Madison,"m""a.4@.sn="
Madison's,"m""a.4@.sn=z"
madly,"m""ad.li"
madman,"m""ad.m@n"
madmen,"m""ad.m@n"
madness,"m""ad.n@s"
Madonna,"m@.d""A.n@"
Madonna's,"m@.d""A.n@z"
Madrid,"m@.dr""Id"
madrigal,"m""a.dr@.g@l"
madrigals,"m""a.dr@.g@lz"
madwoman,"m""ad.w%U.m@n"
maelstrom,"m""el.str@m"
maestro,"m""aI.stro"
maestro's,"m""aI.stroz"
Mafia,"m""A.fi@"
mag,"m""ag"
magazine,"m%a.g@.z""in"
magazines,"m%a.g@.z""inz"
magazine's,"m%a.g@.z""inz"
Magdalene,"m""ag.d@.l%in"
magenta,"m@.dZ""En.4@"
Maggie,"m""a.gi"
Maggie's,"m""a.giz"
maggot,"m""a.g@t"
maggots,"m""a.g@ts"
maggoty,"m""a.g@4.i"
magi,"m""e.dZaI"
magic,"m""a.dZIk"
magical,"m""a.dZIk.l="
magically,"m""a.dZIk.li"
magician,"m@.dZ""I.Sn="
magicians,"m@.dZ""I.Sn=z"
magician's,"m@.dZ""I.Sn=z"
magisterial,"m%a.dZ@.st""I.ri@l"
magistracy,"m""a.dZI.str@.si"
magistrate,"m""a.dZI.stret"
magistrates,"m""a.dZI.strets"
magma,"m""ag.m@"
magnanimity,"m%ag.n@.n""I.m@.4i"
magnanimous,"mag.n""a.n@.m@s"
magnate,"m""ag.n@t"
magnates,"m""ag.n@ts"
magnesia,"mag.n""i.Z@"
magnesium,"mag.n""i.Zm="
magnet,"m""ag.n@t"
magnetic,"mag.n""E4.Ik"
magnetically,"mag.n""E4.Ik.li"
magnetism,"m""ag.n@t.%I.zm="
magnetisms,"m""ag.n@t.%I.zm=z"
magnetize,"m""ag.n@t.aIz"
magnetized,"m""ag.n@t.aIzd"
magnification,"m%ag.n@.f@.k""e.Sn="
magnificence,"mag.n""I.fI.sn=s"
magnificent,"mag.n""I.fI.sn=t"
magnified,"m""ag.n@.faId"
magnifies,"m""ag.n@.faIz"
magnify,"m""ag.n@.faI"
magnifying,"m""ag.n@.f%aI.IN"
magnificently,"mag.n""I.fI.sn=t.li"
magnitude,"m""ag.n@.tud"
magnitudes,"m""ag.n@.tudz"
magnolia,"mag.n""o.lj@"
magnum,"m""ag.n@m"
magpie,"m""ag.paI"
magpies,"m""ag.paIz"
mahjong,"mA""dZAN"
mahogany,"m@.h""A.g@.ni"
maid,"m""ed"
maiden,"m""e.dn="
maidenhead,"m""e.dn=.h%Ed"
maidenhood,"""medn=%hUd"
maidens,"m""e.dn=z"
maids,"m""edz"
maid's,"m""edz"
maidservant,"m""ed.s%3`v.n=t"
mail,"m""el"
mailbag,"m""el.b%ag"
mailboat,"m""el.b%ot"
mailbox,"m""el.b%Aks"
mailboxes,"m""el.b%Aks.@z"
mailed,"m""eld"
mailer,"m""el.@`"
mailing,"m""el.IN"
mailings,"m""el.INz"
mailman,"m""el.m%an"
mails,"m""elz"
maim,"m""em"
maimed,"m""emd"
main,"m""en"
Maine,"m""en"
mainland,"m""en.land"
mainline,"m""en.l%aIn"
mainly,"m""en.li"
mainmast,"""men%mast"
mains,"m""enz"
mainsail,"m""en.s%el"
mainspring,"m""en.spr%IN"
mainstay,"m""en.st%e"
mainstream,"m""en.str%im"
maintain,"men.t""en"
maintained,"men.t""end"
maintaining,"men.t""en.IN"
maintains,"men.t""enz"
maintenance,"m""en.tn=.@ns"
maize,"m""ez"
majestic,"m@.dZ""E.stIk"
majestically,"m@.dZ""E.stIk.li"
majesties,"m""a.dZ@.stiz"
majesty,"m""a.dZ@.sti"
majesty's,"m""a.dZ@.stiz"
major,"m""e.dZ@`"
majored,"m""e.dZ@`d"
majorities,"m@.dZ""Or.@.4iz"
majority,"m@.dZ""Or.@.4i"
majors,"m""e.dZ@`z"
make,"m""ek"
maker,"m""ek.@`"
makers,"m""ek.@`z"
makes,"m""eks"
makeshift,"m""ek.S%Ift"
makeshifts,"m""ek.S%Ifts"
makeup,"m""ek.%Vp"
making,"m""ek.IN"
makings,"m""ek.INz"
maladaptive,"m%al.@.d""apt.Iv"
maladies,"m""a.l@.4iz"
maladjusted,"m%al.@.dZ""Vst.@d"
maladjustment,"m%al.@.dZ""Vst.m@nt"
maladjustments,"m%al.@.dZ""Vst.m@nts"
maladministration,"m""al.@d.m%I.n@.str%e.Sn="
maladroit,"m%a.l@.dr""OIt"
malady,"m""a.l@.4i"
malaise,"ma.l""ez"
malapropism,"m""a.l@.pr%Ap.I.zm="
malapropos,"%malapr@""po"
malaria,"m@.l""E.ri@"
Malaysia,"m@.l""e.Z@"
Malcolm,"m""al.k@m"
malcontent,"m""al.k@n.t%Ent"
male,"m""el"
maleness,"m""el.n%Es"
males,"m""elz"
malevolence,"m@.l""E.v@.l@ns"
malevolencies,NULL
malediction,"m%a.l@.d""Ik.Sn="
malevolent,"m@.l""E.v@.l@nt"
malfeasant,"m%al.f""i.zn=t"
malformation,"m%al.fOrm.""e.Sn="
malformations,"m%al.fOrm.""e.Sn=z"
malformed,"mal.f""Ormd"
malfunction,"m%al.f""VNk.Sn="
malfunctioning,"m%al.f""VNk.Sn=.IN"
Mali,"m""A.li"
malice,"m""a.l@s"
malicious,"m@.l""I.S@s"
maliciously,"m@.l""I.S@s.li"
malign,"m@.l""aIn"
malignancies,"m@.l""Ig.n@n.siz"
malignancy,"m@.l""Ig.n@n.si"
malignant,"m@.l""Ig.n@nt"
maligned,"m@.l""aInd"
malinger,"m@.l""IN.g@`"
mall,"m""Ol"
mallard,"m""a.l@`d"
malleable,"m""a.li@.bl="
mallet,"m""a.l@t"
malnourished,"m%al.n""3`.rISt"
malnutrition,"m%al.nu.tr""I.Sn="
malodorous,"mal.""o.4@`.@s"
malpractice,"m%al.pr""ak.t@s"
malt,"m""Olt"
Malta,"m""Ol.t@"
malted,"m""Olt.@d"
Maltese,"mOl.t""iz"
Malthus,"m""al.D%Vs"
maltreat,"mal.tr""it"
maltreatment,"mal.tr""it.m@nt"
mama,"m""A.m@"
mama's,"m""Am@z"
mamba,"""mAmbA"
mambo,"m""am.bo"
mamma,"m""A.m@"
mammal,"m""a.ml="
mammalian,"ma.m""el.i@n"
mammals,"m""a.ml=z"
mammary,"m""a.m@`.ri"
mammas,"m""A.m@z"
mammoth,"m""a.m@T"
man,"m""an"
manacle,"m""a.n@.kl="
manage,"m""a.n@dZ"
manageable,"m""a.n@dZ.@.bl="
managed,"m""a.n@dZd"
management,"m""a.n@dZ.m@nt"
managements,"m""a.n@dZ.m@nts"
management's,"m""a.n@dZ.m@nts"
manager,"m""a.n@dZ.@`"
managerial,"m%a.n@dZ.""Ir.i@l"
managers,"m""a.n@dZ.@`z"
manager's,"m""a.n@dZ.@`z"
manages,"m""a.n@dZ.@z"
managing,"m""a.n@dZ.IN"
manatee,"m%a.n@.t""i"
Manchester,"m""an.tS%E.st@`"
Manchester's,"m""an.tS%E.st@`z"
mandarin,"m""an.4@`.rIn"
mandate,"m""an.det"
mandated,"m""an.de4.@d"
mandatory,"m""an.4@t.%O.ri"
mandible,"m""an.4@.bl="
mandolin,"m""an.4@.lIn"
mane,"m""en"
manes,"m""enz"
maneuver,"m@.n""u.v@`"
maneuverability,"m@.n%u.v@`.@.b""Il.@.4i"
maneuvered,"m@.n""u.v@`d"
maneuvering,"m@.n""u.v@`.IN"
maneuvers,"m@.n""u.v@`z"
manganese,"m""aN.g@.niz"
manger,"m""en.dZ@`"
mangle,"m""aN.gl="
mangled,"m""aN.gl=d"
mango,"m""aN.go"
mangy,"m""endZ.i"
manhandle,"m""an.h%an.4l="
Manhattan,"man.h""a.tn="
Manhattan's,"manh""at@nz"
manhole,"m""an.h%ol"
manhood,"m""an.hUd"
manhours,"m""an.%aUrz"
mania,"m""e.ni@"
maniac,"m""e.ni.ak"
maniacal,"m@.n""aI@k.@l"
maniacs,"m""e.ni.aks"
manic,"m""a.nIk"
manicure,"m""a.n@.kjUr"
manicurist,"m""a.n@.kjUr.Ist"
manifest,"m""a.n@.fEst"
manifestation,"m%a.n@.fEst.""e.Sn="
manifestations,"m%a.n@.fEst.""e.Sn=z"
manifested,"m""a.n@.f%Est.@d"
manifesting,"m""a.n@.f%Est.IN"
manifestly,"m""a.n@.f%Est.li"
manifesto,"m%a.n@.f""E.sto"
manifold,"m""a.n@.fold"
manikin,"m""a.n@.kIn"
manila,"m@.n""I.l@"
manipulate,"m@.n""I.pj@.let"
manipulating,"m@.n""I.pj@.l%e4.IN"
manipulation,"m@.n%I.pj@.l""e.Sn="
manipulated,"m@.n""I.pj@.l%e4.@d"
manipulations,"m@.n%I.pj@.l""e.Sn=z"
manipulative,"m@.n""I.pj@.l%e4.Iv"
lira,"l""I.r@"
Lisa,"l""i.s@"
Lisbon,"l""Iz.b@n"
lisle,"l""aIl"
lisp,"l""Isp"
lisping,"l""Isp.IN"
list,"l""Ist"
listed,"l""Ist.@d"
listen,"l""I.sn="
listened,"l""I.sn=d"
listener,"l""I.sn=.@`"
listeners,"l""I.sn=.@`z"
listener's,"l""I.sn=.@`z"
listening,"l""I.sn=.IN"
listens,"l""I.sn=z"
listing,"l""Ist.IN"
listings,"l""Ist.INz"
listless,"l""Ist.l@s"
listlessly,"l""Ist.l@s.li"
lists,"l""Ists"
lit,"l""It"
litany,"l""I.4@.ni"
liter,"l""i.4@`"
literacy,"l""I.4@`.r@.si"
literal,"l""I.4@`.r@l"
literalism,"l""I.4@`.r@l.%I.zm="
literally,"l""I.4@`.r@l.i"
literalness,"l""I.4@`.r@l.n@s"
literary,"l""I.4@`.r%E.ri"
literate,"l""I.4@`.r@t"
literature,"l""I.4@`.r@.tS@`"
literatures,"l""I.4@`.r@.tS@`z"
liters,"l""i.4@`z"
lithe,"l""aID"
lithium,"l""I.Ti@m"
lithograph,"l""I.T@.gr%af"
lithographs,"l""I.T@.gr%afs"
litigant,"l""I.4@.g@nt"
litigants,"l""I.4@.g@nts"
lithography,"lI.T""A.gr@.fi"
litigate,"l""I.4@.get"
litigation,"l%I.4@.g""e.Sn="
litigious,"lI.t""I.dZ@s"
litmus,"l""It.m@s"
litter,"l""I.4@`"
litterbag,"l""I.4@`.b%ag"
litterbin,"l""I.4@`.b%In"
litterbug,"l""I.4@`.b%Vg"
littered,"l""I.4@`d"
littering,"l""I.4@`.IN"
litters,"l""I.4@`z"
little,"l""I.4l="
littlest,"l""I.4l=.Ist"
liturgical,"lI.t""3`.dZIk.l="
liturgy,"l""I.4@`.dZi"
livability,"l%Iv.@.b""Il.@.4i"
livable,"l""Iv.@.bl="
live,"l""Iv"
lived,"l""Ivd"
livelier,"l""aIv.li@`"
livelihood,"l""aIv.li.h%Ud"
liveliness,"l""aIv.li.n@s"
livelong,"l""aIv.l%ON"
lively,"l""aIv.li"
liver,"l""I.v@`"
liveried,"l""I.v@`.rid"
Liverpool,"l""I.v@`.pul"
livers,"l""I.v@`z"
liverwurst,"""lIv@`%w3`st"
livery,"l""I.v@`.ri"
liveryman,"l""I.v@`.ri.m@n"
lives,"l""Ivz"
livestock,"l""aIv.st%Ak"
livid,"l""I.vId"
living,"l""Iv.IN"
Livingston,"l""I.vIN.st@n"
Liz,"l""Iz"
lizard,"l""I.z@`d"
lizards,"l""I.z@`dz"
lizard's,"l""I.z@`dz"
llama,"l""A.m@"
Lloyd,"l""OId"
Lloyd's,"l""OIdz"
lo,"l""o"
load,"l""od"
loaded,"l""o4.@d"
loader,"l""o4.@`"
loaders,"l""o4.@`z"
loading,"l""o4.IN"
loadings,"l""o4.INz"
loads,"l""odz"
loaf,"l""of"
loafed,"l""oft"
loafer,"l""of.@`"
loam,"l""om"
loan,"l""on"
loaned,"l""ond"
loans,"l""onz"
loath,"l""oT"
loathe,"l""oD"
loathed,"l""oDd"
loathing,"l""oD.IN"
loathsome,"l""oD.sm="
loaves,"l""ovz"
lob,"l""Ab"
lobar,"""lob@`"
lobbied,"l""A.bid"
lobbies,"l""A.biz"
lobby,"l""A.bi"
lobbyist,"l""A.bi.Ist"
lobe,"l""ob"
lobes,"l""obz"
lobotomy,"lo.b""A.4@.mi"
lobster,"l""Ab.st@`"
lobsterpot,"""lAbst@`.pAt"
lobular,"l""A.bj@l.@`"
lobularity,"l%A.bj@l.""ar.@.4i"
lobule,"l""A.bjul"
lobules,"l""A.bjulz"
local,"l""o.k@l"
locale,"lo.k""al"
locales,"lo.k""alz"
localisms,"l""o.k@l.%I.zm=z"
localities,"lo.k""al.@.4iz"
locality,"lo.k""al.@.4i"
localization,"l%o.k@l.@z.""e.Sn="
localize,"l""o.k@l.aIz"
localized,"l""o.k@l.aIzd"
locally,"l""o.k@l.i"
locate,"l""o.ket"
located,"l""o.ke4.@d"
locating,"l""o.ke4.IN"
location,"lo.k""e.Sn="
locations,"lo.k""e.Sn=z"
loci,"l""o.saI"
lock,"l""Ak"
locked,"l""Akt"
locker,"l""Ak.@`"
locket,"l""A.k@t"
locking,"l""Ak.IN"
lockjaw,"l""Ak.dZ%O"
lockout,"l""Ak.%aUt"
locks,"l""Aks"
locksmith,"l""Ak.sm%IT"
lockstitch,"l""Ak.st%ItS"
lockup,"l""Ak.%Vp"
loco,"l""o.ko"
locomotion,"l%o.k@.m""o.Sn="
locomotive,"l%o.k@.m""o4.Iv"
locomotives,"l%o.k@.m""o4.Ivz"
locus,"l""o.k@s"
locust,"l""o.k@st"
locution,"lo.kj""u.Sn="
lode,"l""od"
lodge,"l""AdZ"
lodged,"l""AdZd"
lodges,"l""AdZ.@z"
lodging,"l""AdZ.IN"
lodgings,"l""AdZ.INz"
lodgment,"l""AdZ.m@nt"
loft,"l""Oft"
lofty,"l""Oft.i"
log,"l""Og"
logarithm,"l""O.g@`.r%I.D@m"
logarithms,"l""O.g@`.r%I.D@mz"
logbook,"l""Og.b%Uk"
logged,"l""Ogd"
logger,"l""Og.@`"
logging,"l""Og.IN"
logic,"l""A.dZIk"
logical,"l""A.dZIk.l="
logically,"l""A.dZIk.li"
logician,"lo.dZ""I.Sn="
logistic,"l@.dZ""I.stIk"
logistical,"l@.dZ""I.stIk.l="
logistics,"l@.dZ""I.stIks"
logjam,"l""Og.dZam"
logs,"l""Ogz"
loin,"l""OIn"
loincloth,"l""OIn.kl%OT"
loins,"l""OInz"
Lois,"l""o.Is"
loiter,"l""OI.4@`"
loll,"l""Al"
lolling,"l""Al.IN"
lollipop,"l""A.lI.p%Ap"
lolly,"l""A.li"
London,"l""Vn.4@n"
Londoner,"l""Vn.4@n.@`"
London's,"l""Vn.4@nz"
lone,"l""on"
lonelier,"l""on.li@`"
loneliest,"l""on.li.Ist"
loneliness,"l""on.li.n@s"
lonely,"l""on.li"
loner,"l""on.@`"
loners,"l""on.@`z"
lonesome,"l""on.sm="
long,"l""ON"
longboat,"l""ON.b%ot"
longbow,"l""ON.b%o"
longed,"l""ONd"
longer,"l""ON.g@`"
longest,"l""ON.gIst"
longevity,"lAn.dZ""Ev.@.4i"
Longfellow,"l""ON.f%E.lo"
Longfellow's,"l""ON.f%E.loz"
longhaired,"l%ON.h""Erd"
longhand,"l""ON.h%and"
longhorn,"l""ON.h%Orn"
longhorns,"l""ON.h%Ornz"
longing,"l""ON.IN"
longings,"l""ON.INz"
longitude,"l""An.dZ@.tud"
longitudes,"l""An.dZ@.tudz"
longitudinal,"l%An.dZ@.t""ud.n=.@l"
longrun,"l""ON.r%Vn"
longs,"l""ONz"
longship,"l""ON.S%Ip"
longshore,"""lON%Sor"
longshoreman,"""lON%Sorm@n"
longshoremen,"l""ON.S%Or.m@n"
longshoremen's,"l""ONS""Orm@nz"
longshot,"l""ON.S%At"
longsighted,"""lON""saItId"
longstanding,"l%ON.st""an4.IN"
longways,"l""ON.wez"
longwinded,"l%ON.w""In4.@d"
loofah,"l""u.f@"
look,"l""Uk"
looked,"l""Ukt"
looker,"l""Uk.@`"
looking,"l""Uk.IN"
lookout,"l""Uk.%aUt"
looks,"l""Uks"
lookup,"l""Uk.%Vp"
loom,"l""um"
loomed,"l""umd"
looming,"l""um.IN"
looms,"l""umz"
loon,"l""un"
loony,"l""u.ni"
loonybin,"l""u.ni.b%In"
loop,"l""up"
looped,"l""upt"
loophole,"l""up.h%ol"
loopholes,"l""up.h%olz"
loops,"l""ups"
loopy,"l""up.i"
loose,"l""us"
loosely,"l""us.li"
loosen,"l""us.n="
loosened,"l""us.n=d"
looseness,"l""us.n@s"
loosening,"l""us.n=.IN"
loosens,"l""us.n=z"
looser,"l""us.@`"
loosest,"l""us.Ist"
loot,"l""ut"
looted,"l""u4.@d"
looter,"l""u4.@`"
looting,"l""u4.IN"
lop,"l""Ap"
lope,"l""op"
loped,"l""opt"
lopped,"l""Apt"
lopsidedly,"l%Ap.s""aI4.@d.li"
loquacious,"lo.kw""e.S@s"
loquacity,"lo.kw""a.s@.4i"
lord,"l""Ord"
lordless,"""lOrdlIs"
lordly,"l""Ord.li"
lords,"l""Ordz"
lord's,"l""Ordz"
lordship,"l""Ord.SIp"
lore,"l""Or"
lose,"l""uz"
loser,"l""uz.@`"
losers,"l""uz.@`z"
loses,"l""uz.@z"
losing,"l""uz.IN"
loss,"l""Os"
losses,"l""Os.@z"
lost,"l""Ost"
lot,"l""At"
lotion,"l""o.Sn="
lotions,"l""o.Sn=z"
lots,"l""Ats"
lottery,"l""A.4@`.ri"
